Lü, 53.8655, 10.6866
Mü, 48.1351, 11.5820
Ro, 54.0924, 12.0991
Ha, 53.57532, 10.01534
Regensburg, 49.03451, 12.11923
Paderborn, 51.71905, 8.75439
Fr, 50.11552, 8.68417
Sp, 49.32083, 8.43111
